image_name,size,main_duration_ms,minio_get_ms,minio_put_ms
25d9cece-f660-460f-b9e1-736f33c71c10.png,419408,0.6459922790527344,0.004725933074951172,0.4582948684692383
1869588e-218e-40cb-be35-27539b278535.png,466842,0.6101808547973633,0.004782915115356445,0.45212650299072266
09376b19-149a-44d8-b958-133c98f049c0.png,584576,0.6385247707366943,0.006170034408569336,0.4354698657989502
198ba48e-1352-4cad-aaeb-304af1138fbb.png,484563,0.667933464050293,0.008670806884765625,0.4685244560241699
000b7b74-0a22-4d0c-b717-e240fdc5d555.png,563135,0.620213508605957,0.005502939224243164,0.47666406631469727
0191d8b3-42e7-451a-a775-23fa86522749.png,446310,0.6132724285125732,0.003973484039306641,0.4529566764831543
19a98fb2-0e2c-4c72-acf0-6c530ed8d718.png,817224,0.8071079254150391,0.0050983428955078125,0.5410656929016113
08e8ca79-9c10-4152-b6aa-a285b6eec951.png,661982,0.8119380474090576,0.004305601119995117,0.48142027854919434
1ce99872-9f12-41cb-854a-e410004089d4.png,659981,0.7711904048919678,0.0070726871490478516,0.554854154586792
04f48a9f-5c84-4e8a-9b32-9c1ccf2e78da.png,675902,0.8701615333557129,0.03179001808166504,0.5848538875579834
07d9f765-5d5b-44ba-93c1-fb8f822ba594.png,458180,0.843212366104126,0.01015162467956543,0.5488603115081787
0a3c75bb-4bd0-47c8-a2ba-e2aee92ad43f.png,679566,0.7912166118621826,0.0053784847259521484,0.5162053108215332
22390b77-31da-4a4f-86b5-bc4e8947983a.png,501583,0.870166540145874,0.034646034240722656,0.5527243614196777
0181d6f8-f366-448d-b0fd-8d0a8b45cea9.png,406667,0.7663149833679199,0.005445957183837891,0.6223368644714355
277e33c1-e61e-4be1-a3dd-0ee39dd997db.png,447135,0.8284702301025391,0.007358074188232422,0.5676896572113037
2b8fd115-c1d6-411b-99ce-c2abbf7040da.png,908959,0.8468272686004639,0.00702357292175293,0.5195448398590088
04305dd9-2607-4bd2-99d6-58a989fced80.png,488295,0.8250682353973389,0.004690647125244141,0.5867092609405518
2074ba95-9d2e-4039-8ad9-65ffaebb8c7f.png,341355,0.8081569671630859,0.004404306411743164,0.56648850440979
0ec5a082-3489-46cf-94c6-884c384f17d5.png,598010,0.818183183670044,0.006384611129760742,0.5659523010253906
17131c0c-8418-47c6-97fc-21534540ae6a.png,808680,0.8439736366271973,0.008541345596313477,0.530616044998169
2d2c2284-d7ba-4fce-9290-a3928b8d548d.png,698377,0.8420004844665527,0.008080005645751953,0.5172810554504395
0a8426c1-93b5-4f84-8d0e-f2e7a83fb6c3.png,410010,0.8072469234466553,0.0056035518646240234,0.5704431533813477
2b79ac47-479a-411a-a05c-96492192124d.png,733663,0.826324462890625,0.00413203239440918,0.5626959800720215
1fdaac27-9006-4725-9195-175566572458.png,436643,0.8764448165893555,0.02840733528137207,0.6184093952178955
0c10ba0e-8d8f-45f7-ab7d-e34bf486bc30.png,1002197,0.857999324798584,0.01406717300415039,0.49750590324401855
28a6709a-88dc-4f90-99d3-5416b4e4a51d.png,1475530,0.8828520774841309,0.03777599334716797,0.3897392749786377
2ccc7c34-aa70-4ea3-8a76-9a7e311ab5fb.png,541543,0.7867860794067383,0.003694295883178711,0.5573651790618896
198ba48e-1352-4cad-aaeb-304af1138fbb.png,484563,0.9047996997833252,0.005247592926025391,0.7202959060668945
1869588e-218e-40cb-be35-27539b278535.png,466842,0.884613037109375,0.004290580749511719,0.6739144325256348
25d9cece-f660-460f-b9e1-736f33c71c10.png,419408,0.8732976913452148,0.003960132598876953,0.6999940872192383
0ec5a082-3489-46cf-94c6-884c384f17d5.png,598010,1.0388994216918945,0.012800455093383789,0.7316608428955078
19a98fb2-0e2c-4c72-acf0-6c530ed8d718.png,817224,0.9848389625549316,0.006417274475097656,0.6802928447723389
04f48a9f-5c84-4e8a-9b32-9c1ccf2e78da.png,675902,1.0234742164611816,0.006059408187866211,0.7324762344360352
2d2c2284-d7ba-4fce-9290-a3928b8d548d.png,698377,1.0698373317718506,0.029274463653564453,0.6969192028045654
2ccc7c34-aa70-4ea3-8a76-9a7e311ab5fb.png,541543,1.069993019104004,0.030470609664916992,0.7628426551818848
0191d8b3-42e7-451a-a775-23fa86522749.png,446310,0.3579521179199219,0.0057599544525146484,0.2582862377166748
198ba48e-1352-4cad-aaeb-304af1138fbb.png,484563,1.1662445068359375,0.0039055347442626953,0.9495890140533447
2b79ac47-479a-411a-a05c-96492192124d.png,733663,0.5590286254882812,0.007854938507080078,0.3645436763763428
17131c0c-8418-47c6-97fc-21534540ae6a.png,808680,0.5533294677734375,0.005373954772949219,0.4236149787902832
1e81e0d2-e55e-4daf-ba82-461bd7c0caad.png,430854,0.5591967105865479,0.008765935897827148,0.35930967330932617
0181d6f8-f366-448d-b0fd-8d0a8b45cea9.png,406667,0.5513532161712646,0.011151790618896484,0.43540334701538086
04f48a9f-5c84-4e8a-9b32-9c1ccf2e78da.png,675902,0.7585675716400146,0.003882169723510742,0.5975465774536133
1775215d-5a39-4cc7-a4e3-9ff9a032653d.png,547343,0.5947222709655762,0.0038220882415771484,0.427839994430542
1869588e-218e-40cb-be35-27539b278535.png,466842,0.7412838935852051,0.006279945373535156,0.6055898666381836
11b30384-1954-4335-bbc1-e985d25bc652.png,561086,0.6585452556610107,0.004099369049072266,0.5048153400421143
08e8ca79-9c10-4152-b6aa-a285b6eec951.png,661982,0.6932621002197266,0.006983280181884766,0.5036780834197998
20b1eded-0838-4fd6-b86e-fd60d9072a4b.png,588654,0.7244751453399658,0.01632857322692871,0.515265703201294
1e88df35-4ac6-4350-bb32-41c09a22d7a4.png,490546,0.7118604183197021,0.02050614356994629,0.50002121925354
1fdaac27-9006-4725-9195-175566572458.png,436643,0.72292160987854,0.01425027847290039,0.5407223701477051
296039b7-61ef-49f4-bb48-59a533fb3813.png,883630,0.6862061023712158,0.0070917606353759766,0.4869875907897949
071fa44f-8cd9-477b-8fcb-b02a4ecd10d8.png,606955,0.7185735702514648,0.015102863311767578,0.508704662322998
28a6709a-88dc-4f90-99d3-5416b4e4a51d.png,1475530,0.7253873348236084,0.015627145767211914,0.3991963863372803
277e33c1-e61e-4be1-a3dd-0ee39dd997db.png,447135,0.695796012878418,0.006827354431152344,0.5262250900268555
1dae0fcc-6723-45c0-bbad-b4ecc903ab78.png,640960,0.7178208827972412,0.01677227020263672,0.499783992767334
0a8426c1-93b5-4f84-8d0e-f2e7a83fb6c3.png,410010,0.5341856479644775,0.0076787471771240234,0.40264320373535156
2013f6d1-e482-42d0-8861-6c9f2dc0eb55.png,507864,0.5438482761383057,0.0135345458984375,0.42792749404907227
2074ba95-9d2e-4039-8ad9-65ffaebb8c7f.png,341355,0.7029807567596436,0.01210641860961914,0.5170731544494629
04305dd9-2607-4bd2-99d6-58a989fced80.png,488295,0.690509557723999,0.007782697677612305,0.5258886814117432
113af5b7-17a4-4819-9895-e1c5ecf1d0b5.png,753130,0.6426887512207031,0.00412440299987793,0.48863840103149414
011d634d-51dc-4dc1-a139-ec9f54e907a0.png,781406,0.736095666885376,0.004742145538330078,0.5278606414794922
2b8fd115-c1d6-411b-99ce-c2abbf7040da.png,908959,0.6872448921203613,0.005692720413208008,0.42186951637268066
17131c0c-8418-47c6-97fc-21534540ae6a.png,808680,0.720956563949585,0.00357818603515625,0.560396671295166
177918b1-c468-4cd3-ab55-a2e5588ec40f.png,507358,0.4371349811553955,0.005979776382446289,0.30283689498901367
09376b19-149a-44d8-b958-133c98f049c0.png,584576,0.4354677200317383,0.005395650863647461,0.31224775314331055
22390b77-31da-4a4f-86b5-bc4e8947983a.png,501583,0.4414479732513428,0.005604743957519531,0.32167673110961914
2074ba95-9d2e-4039-8ad9-65ffaebb8c7f.png,341355,0.8951687812805176,0.008004188537597656,0.7714343070983887
1fdaac27-9006-4725-9195-175566572458.png,436643,0.9073810577392578,0.00677800178527832,0.7402148246765137
113af5b7-17a4-4819-9895-e1c5ecf1d0b5.png,753130,0.9891414642333984,0.012082815170288086,0.8095777034759521
296039b7-61ef-49f4-bb48-59a533fb3813.png,883630,0.8275787830352783,0.0145721435546875,0.6205427646636963
2013f6d1-e482-42d0-8861-6c9f2dc0eb55.png,507864,0.8189425468444824,0.0054781436920166016,0.721747875213623
17131c0c-8418-47c6-97fc-21534540ae6a.png,808680,1.1516492366790771,0.01015472412109375,0.9702908992767334
04f48a9f-5c84-4e8a-9b32-9c1ccf2e78da.png,675902,1.0662214756011963,0.0050051212310791016,0.8675646781921387
28a6709a-88dc-4f90-99d3-5416b4e4a51d.png,1475530,0.956294059753418,0.005341053009033203,0.6513144969940186
07d9f765-5d5b-44ba-93c1-fb8f822ba594.png,458180,0.5661342144012451,0.01195073127746582,0.39801621437072754
0b2ea7dd-e924-46b3-9bee-da0e7e68341f.png,437895,0.4901094436645508,0.0034682750701904297,0.3467538356781006
0c10ba0e-8d8f-45f7-ab7d-e34bf486bc30.png,1002197,0.7332420349121094,0.005529880523681641,0.5545463562011719
1ce99872-9f12-41cb-854a-e410004089d4.png,659981,0.5354681015014648,0.004798412322998047,0.3917534351348877
0a8426c1-93b5-4f84-8d0e-f2e7a83fb6c3.png,410010,0.56416916847229,0.010697603225708008,0.43059349060058594
2074ba95-9d2e-4039-8ad9-65ffaebb8c7f.png,341355,0.5615568161010742,0.012384414672851562,0.351747989654541
011d634d-51dc-4dc1-a139-ec9f54e907a0.png,781406,1.114173412322998,0.009362459182739258,0.9306068420410156
20b1eded-0838-4fd6-b86e-fd60d9072a4b.png,588654,0.560676097869873,0.015355110168457031,0.3568875789642334
08e8ca79-9c10-4152-b6aa-a285b6eec951.png,661982,0.4821341037750244,0.005864858627319336,0.3301503658294678
19a98fb2-0e2c-4c72-acf0-6c530ed8d718.png,817224,0.7383990287780762,0.006629228591918945,0.5268402099609375
1f98a9d5-4e20-4de9-a7d3-1f4eed9477fd.png,600693,0.5611693859100342,0.012269973754882812,0.3559856414794922
22390b77-31da-4a4f-86b5-bc4e8947983a.png,501583,0.5559329986572266,0.007118940353393555,0.3999500274658203
177918b1-c468-4cd3-ab55-a2e5588ec40f.png,507358,0.6934068202972412,0.005063533782958984,0.5691192150115967
00d83a64-a624-4ef2-a9b0-2666cde02218.png,581972,0.6903464794158936,0.008399724960327148,0.44896626472473145
113af5b7-17a4-4819-9895-e1c5ecf1d0b5.png,753130,0.6800448894500732,0.006097078323364258,0.4689145088195801
2013f6d1-e482-42d0-8861-6c9f2dc0eb55.png,507864,1.0560564994812012,0.005769252777099609,0.9337012767791748
296039b7-61ef-49f4-bb48-59a533fb3813.png,883630,0.8462035655975342,0.008204221725463867,0.6452710628509521
28a6709a-88dc-4f90-99d3-5416b4e4a51d.png,1475530,0.8855783939361572,0.011510848999023438,0.5186779499053955
04f48a9f-5c84-4e8a-9b32-9c1ccf2e78da.png,675902,0.8862776756286621,0.007642984390258789,0.662006139755249
17131c0c-8418-47c6-97fc-21534540ae6a.png,808680,0.8042106628417969,0.004526615142822266,0.6527807712554932
11b30384-1954-4335-bbc1-e985d25bc652.png,561086,0.6125621795654297,0.0021169185638427734,0.4948570728302002
20b1eded-0838-4fd6-b86e-fd60d9072a4b.png,588654,0.9642343521118164,0.0029811859130859375,0.774561882019043
1e88df35-4ac6-4350-bb32-41c09a22d7a4.png,490546,0.862191915512085,0.0076940059661865234,0.5928432941436768
22390b77-31da-4a4f-86b5-bc4e8947983a.png,501583,0.6337776184082031,0.004849672317504883,0.5080537796020508
2013f6d1-e482-42d0-8861-6c9f2dc0eb55.png,507864,0.964524507522583,0.0042667388916015625,0.8329257965087891
17e65213-e8ff-4aa4-a562-f2a1caca35c7.png,815607,0.6314353942871094,0.005361318588256836,0.45415806770324707
