Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,ml_preprocessing_image,348,0,16000.0,14306.96694746255,260.11021400336176,17780.532404896803,205.32471264367817,5.802282679067616,0.0,16000,16000,17000,17000,17000,17000,17000,17000,18000,18000,18000
,Aggregated,348,0,16000.0,14306.96694746255,260.11021400336176,17780.532404896803,205.32471264367817,5.802282679067616,0.0,16000,16000,17000,17000,17000,17000,17000,17000,18000,18000,18000
